Tue Mar 28 01:14:23 2023    ./matching/matching.prof

         475422889 function calls (475422840 primitive calls) in 309.438 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)       
        2    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        2    0.000    0.000    0.000    0.000 std.py:1300(fp_write)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)      
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1606(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 ntpath.py:524(abspath)
        8    0.000    0.000    0.000    0.000 ansitowin32.py:28(__getattr__)  
        1    0.000    0.000    0.000    0.000 synchronize.py:360(Barrier)     
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:111(remove)      
        4    0.000    0.000    0.000    0.000 std.py:115(__exit__)
        2    0.000    0.000    0.000    0.000 __init__.py:392(__getattr__)    
        7    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}        2    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)    
        2    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)   
        2    0.000    0.000    0.000    0.000 utils.py:136(disable_on_exception)
        3    0.000    0.000    0.000    0.000 utils.py:101(wrapper_setattr)   
        1    0.000    0.000    0.000    0.000 random.py:117(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        6    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 utils.py:215(_supports_unicode) 
        1    0.000    0.000    0.000    0.000 tempfile.py:152(<listcomp>)     
        1    0.000    0.000    0.000    0.000 __init__.py:673(setup)
        1    0.000    0.000    0.000    0.000 process.py:358(_ParentProcess)  
        1    0.000    0.000    0.000    0.000 reduction.py:251(AbstractReducer)
        1    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        1    0.000    0.000    0.000    0.000 utils.py:105(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.next} 
